time joint_0 joint_1 joint_2 joint_3 joint_4 joint_5 joint_6 joint_7 joint_8 joint_9 joint_10 joint_11 joint_12 joint_13 joint_14 joint_15 joint_16 joint_17 joint_18 joint_19
8.266667 -0.294278 0.165530 0.518824 -0.829413 0.579110 0.636101 -0.176938 0.290586 -0.767437 -0.046270 0.225406 -0.087313 -0.295716 2.483066 0.369312 1.299782 0.642588 -0.372413 1.730419 -0.451774
8.300000 -0.294440 0.165638 0.527377 -0.840786 0.581357 0.633797 -0.177541 0.302887 -0.780068 -0.053734 0.233931 -0.087175 -0.294067 2.483677 0.353585 1.420556 0.624823 -0.453726 1.554017 -0.450411
8.333333 -0.286765 0.164636 0.539701 -0.852566 0.586788 0.627841 -0.179057 0.318470 -0.794934 -0.055411 0.241248 -0.090209 -0.299931 2.487363 0.350159 1.594131 0.603171 -0.606376 1.260943 -0.408301
8.366667 -0.278109 0.161348 0.553873 -0.866279 0.590582 0.619400 -0.178583 0.336299 -0.811042 -0.058042 0.248227 -0.094828 -0.311350 2.484394 0.336732 1.762221 0.558797 -0.792078 0.922915 -0.332015
8.400000 -0.276968 0.162719 0.567906 -0.878635 0.593809 0.617093 -0.183086 0.346442 -0.818868 -0.056864 0.260410 -0.089041 -0.322624 2.484566 0.318874 1.833570 0.550139 -0.914416 0.772099 -0.358742
8.433333 -0.283367 0.169095 0.558263 -0.855271 0.584250 0.624674 -0.189378 0.328387 -0.784844 -0.071169 0.270520 -0.076799 -0.336168 2.490989 0.309512 1.758493 0.596341 -0.849545 0.911309 -0.336534
8.466667 -0.292722 0.172282 0.538563 -0.825800 0.575287 0.635586 -0.190184 0.303120 -0.745322 -0.087345 0.268824 -0.073843 -0.340340 2.492210 0.321952 1.614634 0.649403 -0.701532 1.159179 -0.272834
8.500000 -0.298394 0.170875 0.532425 -0.818068 0.574127 0.642632 -0.186845 0.298004 -0.737845 -0.093517 0.260949 -0.074086 -0.345090 2.490053 0.340965 1.483932 0.689100 -0.572999 1.389839 -0.328296
8.533333 -0.301422 0.172697 0.524877 -0.814549 0.580607 0.642843 -0.186576 0.292335 -0.733561 -0.092756 0.250192 -0.070016 -0.335999 2.486024 0.343049 1.369208 0.707756 -0.457332 1.595575 -0.398649
8.566667 -0.300456 0.170386 0.529211 -0.818406 0.585609 0.641384 -0.185063 0.302077 -0.743679 -0.085535 0.243946 -0.066980 -0.325423 2.480515 0.353534 1.290792 0.703911 -0.385440 1.750941 -0.422854
8.600000 -0.289500 0.169227 0.542932 -0.822382 0.587087 0.639621 -0.187601 0.316439 -0.753503 -0.072529 0.243776 -0.066250 -0.322857 2.475989 0.364333 1.277700 0.675829 -0.367564 1.828128 -0.428046
8.633333 -0.270866 0.164057 0.569049 -0.837204 0.587613 0.629780 -0.188031 0.344804 -0.778866 -0.049544 0.249258 -0.068721 -0.320498 2.473147 0.356144 1.348762 0.638530 -0.410077 1.766524 -0.437684
8.666667 -0.249321 0.159246 0.588961 -0.839339 0.576128 0.613393 -0.190260 0.361354 -0.783351 -0.036057 0.258468 -0.064419 -0.320326 2.469098 0.335167 1.491409 0.595061 -0.504052 1.529586 -0.397257
8.700000 -0.225081 0.149022 0.595935 -0.839905 0.566997 0.599946 -0.186272 0.364751 -0.786603 -0.008551 0.263812 -0.064073 -0.329324 2.461135 0.320280 1.684092 0.546509 -0.671852 1.137026 -0.339775
8.733333 -0.202837 0.135836 0.606535 -0.842060 0.556419 0.592280 -0.179380 0.377033 -0.798046 0.022266 0.271784 -0.066255 -0.342730 2.452755 0.312108 1.816248 0.465309 -0.846968 0.766958 -0.268858
8.766667 -0.187636 0.130253 0.616616 -0.833457 0.537128 0.598641 -0.180968 0.377461 -0.785749 0.045775 0.281312 -0.061611 -0.350514 2.451295 0.284743 1.818456 0.453486 -0.894383 0.694572 -0.268221
8.800000 -0.183346 0.132058 0.583935 -0.772538 0.508115 0.619989 -0.184007 0.328177 -0.705718 0.047821 0.281026 -0.045090 -0.352447 2.457531 0.252990 1.668047 0.488199 -0.772686 0.933782 -0.272348
8.833333 -0.177029 0.123561 0.572286 -0.752579 0.501517 0.639361 -0.178876 0.313980 -0.687756 0.078077 0.259805 -0.054313 -0.334994 2.458807 0.313864 1.441962 0.497781 -0.603446 1.258037 -0.184967
8.866667 -0.166750 0.109004 0.579634 -0.761168 0.504529 0.645890 -0.168912 0.330457 -0.712363 0.117058 0.232398 -0.054322 -0.323876 2.451685 0.346279 1.219303 0.469288 -0.488319 1.551061 -0.112472
8.900000 -0.150237 0.092648 0.592082 -0.759872 0.499730 0.620588 -0.160575 0.360923 -0.738958 0.150628 0.204329 -0.041332 -0.286434 2.443803 0.248418 1.030751 0.427335 -0.413009 1.790772 -0.095833
8.933333 -0.123518 0.079754 0.612569 -0.759881 0.492031 0.588189 -0.156700 0.394738 -0.764137 0.185607 0.183816 -0.014287 -0.243588 2.457983 0.204160 0.848262 0.374297 -0.403240 1.990905 0.027924
8.966667 -0.097328 0.065710 0.607977 -0.730772 0.475054 0.566972 -0.148764 0.406964 -0.760784 0.206161 0.160034 0.024805 -0.195716 2.490199 0.154078 0.689283 0.331529 -0.394855 2.123230 0.073893
9.000000 -0.074403 0.054427 0.592548 -0.693659 0.456093 0.550844 -0.138739 0.409189 -0.749011 0.220639 0.136274 0.060360 -0.147528 2.533557 0.141129 0.549543 0.286781 -0.374216 2.221172 0.086174
9.033333 -0.034739 0.033383 0.604204 -0.667562 0.431217 0.515766 -0.129527 0.446462 -0.759600 0.232376 0.135205 0.090232 -0.098952 2.570000 0.188223 0.430842 0.195465 -0.403405 2.277485 0.196966
9.066667 -0.009673 0.016686 0.598637 -0.646315 0.411899 0.486110 -0.116162 0.467263 -0.772803 0.245580 0.162224 0.135432 -0.081723 2.570000 0.242179 0.322456 0.120364 -0.411258 2.294726 0.268062
9.100000 0.018204 0.000998 0.594327 -0.632030 0.394885 0.453000 -0.102225 0.487990 -0.791422 0.258551 0.203411 0.185337 -0.066148 2.570000 0.283624 0.250241 0.079047 -0.391514 2.296453 0.221641
9.133333 0.043612 -0.013836 0.592658 -0.620484 0.379665 0.421613 -0.089386 0.509980 -0.807309 0.266278 0.262889 0.249149 -0.060781 2.570000 0.276449 0.212456 0.048875 -0.381865 2.295495 0.210878
9.166667 0.075101 -0.030740 0.595352 -0.622656 0.371926 0.385751 -0.073751 0.534946 -0.832340 0.277630 0.330810 0.304955 -0.061823 2.570000 0.246402 0.205377 0.033619 -0.397096 2.301855 0.226175
9.200000 0.105696 -0.043389 0.582644 -0.601809 0.358554 0.349351 -0.059548 0.543829 -0.832925 0.279817 0.410422 0.398779 -0.104105 2.570000 0.237485 0.230436 0.037643 -0.434693 2.304855 0.273143
9.233333 0.143076 -0.046609 0.539511 -0.537861 0.325825 0.316641 -0.052149 0.514250 -0.787711 0.264873 0.516454 0.490568 -0.182388 2.570000 0.218131 0.265162 0.025224 -0.508738 2.353236 0.542582
9.266667 0.153298 -0.070661 0.590682 -0.608597 0.340546 0.307702 -0.032418 0.584967 -0.871074 0.294946 0.635714 0.484602 -0.206151 2.570000 0.092027 0.280504 0.034898 -0.418378 2.296438 0.163954
9.300000 0.248815 -0.080186 0.621065 -0.622272 0.327595 0.206341 -0.031826 0.631530 -0.905622 0.290481 0.685016 0.560456 -0.190392 2.570000 0.066354 0.331663 0.008625 -0.479831 2.287374 0.167806
9.333333 0.276548 -0.090895 0.602262 -0.574538 0.300523 0.173760 -0.024294 0.638002 -0.890413 0.281607 0.763467 0.604441 -0.208781 2.570000 -0.039233 0.356145 0.000850 -0.480210 2.286425 0.180352
9.366667 0.288164 -0.088459 0.475398 -0.363574 0.220806 0.162956 -0.020774 0.559284 -0.767727 0.242799 0.840655 0.641415 -0.224137 2.545509 -0.122214 0.364106 0.001644 -0.453591 2.288222 0.182485
9.400000 0.319008 -0.097073 0.463440 -0.342791 0.201338 0.129857 -0.011403 0.572032 -0.781824 0.245807 0.871283 0.672910 -0.218205 2.391174 -0.201092 0.360233 -0.001334 -0.463629 2.285155 0.192406
9.433333 0.338670 -0.100610 0.450340 -0.308699 0.167965 0.105026 -0.008496 0.580476 -0.784164 0.241710 0.956736 0.711733 -0.259441 2.109573 -0.314349 0.345493 -0.016386 -0.475415 2.283767 0.208168
9.466667 0.358973 -0.108781 0.454118 -0.302619 0.145898 0.080750 -0.003240 0.603495 -0.809612 0.247099 1.046356 0.758271 -0.323795 1.811877 -0.489684 0.346461 -0.007590 -0.484965 2.278446 0.202433
9.500000 0.392412 -0.121451 0.529871 -0.407548 0.168262 0.041455 -0.000552 0.665256 -0.880206 0.265185 1.068685 0.823195 -0.367652 1.794550 -0.728222 0.358765 0.017313 -0.497873 2.298947 0.169812
9.533333 0.422229 -0.128294 0.570606 -0.449979 0.171596 0.008129 -0.000999 0.700092 -0.907020 0.265148 1.063810 0.860952 -0.377230 1.921245 -0.688500 0.375562 0.030652 -0.485706 2.299760 0.154846
9.566667 0.451924 -0.134487 0.552437 -0.414736 0.150467 -0.021347 0.007770 0.698122 -0.894180 0.261889 1.021537 0.830249 -0.349313 2.078674 -0.483039 0.379817 0.027166 -0.485895 2.289951 0.174345
9.600000 0.468630 -0.140635 0.543722 -0.398226 0.137917 -0.034057 0.016245 0.702053 -0.892545 0.263531 0.994767 0.844325 -0.328674 2.150000 -0.509671 0.381990 0.039712 -0.488850 2.283584 0.186545
9.633333 0.472497 -0.142463 0.511299 -0.349796 0.114588 -0.036198 0.022167 0.684783 -0.870483 0.265022 0.969961 0.862582 -0.323498 2.105057 -0.534282 0.386106 0.057039 -0.486918 2.272222 0.190437
9.666667 0.477313 -0.138376 0.494229 -0.330303 0.099891 -0.043432 0.020923 0.671304 -0.863617 0.270603 0.945788 0.878477 -0.334933 2.024975 -0.514260 0.390664 0.074306 -0.485734 2.268658 0.189761
9.700000 0.488304 -0.136336 0.489222 -0.319673 0.090955 -0.055116 0.017534 0.669010 -0.864111 0.271880 0.942066 0.895850 -0.309141 1.939753 -0.569469 0.398086 0.085086 -0.475280 2.268044 0.172948
9.733333 0.493016 -0.136524 0.459361 -0.278576 0.078360 -0.063705 0.021601 0.652410 -0.849227 0.272044 0.958494 0.876374 -0.251074 1.776436 -0.536272 0.407132 0.090865 -0.463682 2.253781 0.166377
9.766667 0.497211 -0.131505 0.444809 -0.266916 0.066583 -0.067243 0.021122 0.640453 -0.847652 0.275300 0.991047 0.842313 -0.210348 1.554854 -0.508524 0.411519 0.098268 -0.468837 2.235034 0.182465
9.800000 0.502845 -0.124905 0.440517 -0.255623 0.062166 -0.067132 0.013369 0.629554 -0.835307 0.275544 1.041901 0.825247 -0.201229 1.478661 -0.575668 0.418035 0.100227 -0.456310 2.227366 0.174130
9.833333 0.505611 -0.121952 0.443821 -0.242057 0.059320 -0.070553 0.006945 0.630662 -0.822446 0.263477 1.054927 0.821317 -0.238369 1.595733 -0.541114 0.432879 0.107661 -0.456365 2.229062 0.158777
9.866667 0.507095 -0.118995 0.447248 -0.231948 0.054767 -0.067554 0.001694 0.632382 -0.812419 0.254168 1.056963 0.852990 -0.274401 1.736261 -0.587343 0.431433 0.110498 -0.458609 2.231727 0.161032
9.900000 0.497020 -0.114219 0.449424 -0.228174 0.056189 -0.054249 -0.002442 0.627452 -0.799132 0.247750 1.049238 0.842308 -0.299310 1.910469 -0.623577 0.417107 0.113911 -0.459425 2.246488 0.182391
9.933333 0.479947 -0.106929 0.451501 -0.232244 0.057695 -0.035802 -0.007329 0.614051 -0.781466 0.240914 1.000067 0.769836 -0.290072 2.073632 -0.603241 0.407888 0.132524 -0.451535 2.254500 0.168685
9.966667 0.464169 -0.099868 0.481018 -0.286945 0.070466 -0.022454 -0.012824 0.617129 -0.791600 0.238411 0.876863 0.644915 -0.248012 2.247542 -0.468271 0.401808 0.155494 -0.442012 2.254051 0.145329
10.000000 0.473842 -0.095805 0.630872 -0.565137 0.184447 -0.036311 -0.017426 0.685228 -0.923478 0.289747 0.733756 0.532857 -0.179327 2.427515 -0.265378 0.395858 0.166998 -0.448251 2.256191 0.143623
10.033333 0.468985 -0.085354 0.686836 -0.667446 0.212592 -0.036108 -0.024727 0.701339 -0.968739 0.309499 0.712487 0.465112 -0.162490 2.449414 -0.206819 0.408100 0.192059 -0.442455 2.258679 0.129556
10.066667 0.458842 -0.072645 0.731297 -0.744191 0.222749 -0.030015 -0.035812 0.705071 -0.998400 0.333588 0.716208 0.457176 -0.106258 2.381982 -0.474393 0.417153 0.222328 -0.409953 2.269211 0.044608
10.100000 0.426224 -0.055153 0.748337 -0.776500 0.219786 -0.016368 -0.045934 0.693259 -0.992942 0.336709 0.731120 0.440104 -0.070831 2.240728 -0.574242 0.442383 0.250427 -0.383793 2.275736 -0.049660
10.133333 0.411402 -0.050281 0.765519 -0.783964 0.206077 -0.007954 -0.051167 0.698755 -0.990940 0.334538 0.747568 0.424773 -0.053120 2.115789 -0.535252 0.523737 0.250151 -0.385997 2.284847 -0.089273
10.166667 0.406149 -0.042941 0.762666 -0.762125 0.193534 -0.004854 -0.061109 0.693253 -0.970079 0.324045 0.746643 0.450210 -0.035582 2.090941 -0.611469 0.658636 0.223871 -0.417672 2.304743 -0.166265
10.200000 0.409343 -0.030116 0.730995 -0.722685 0.204066 0.008315 -0.073242 0.660529 -0.928231 0.303622 0.713083 0.458408 -0.043109 2.124222 -0.597852 0.825344 0.181076 -0.441222 2.289101 -0.240969
10.233333 0.408729 -0.022872 0.728831 -0.724982 0.223391 0.029752 -0.079914 0.652493 -0.927955 0.297702 0.672566 0.422935 -0.074653 2.184652 -0.424474 1.001635 0.121911 -0.467138 2.213953 -0.307905
10.266667 0.379165 -0.004878 0.707372 -0.693305 0.232519 0.079215 -0.095312 0.614340 -0.881945 0.274739 0.660139 0.365704 -0.126637 2.243027 -0.343955 1.166432 0.079716 -0.489982 2.085814 -0.355602
10.300000 0.325076 0.010798 0.686652 -0.659619 0.240778 0.149495 -0.110778 0.573976 -0.833334 0.253923 0.652238 0.300990 -0.192625 2.269045 -0.375792 1.323958 0.084203 -0.518427 1.887894 -0.374418
10.333333 0.259072 0.033145 0.673749 -0.649325 0.251964 0.222477 -0.128506 0.528369 -0.792008 0.241919 0.639578 0.231444 -0.269497 2.308969 -0.303183 1.467963 0.100197 -0.565761 1.620863 -0.340505
10.366667 0.193863 0.052755 0.674868 -0.666108 0.269522 0.292431 -0.144139 0.491405 -0.768901 0.239920 0.627403 0.149999 -0.343424 2.338867 -0.241129 1.613302 0.135478 -0.634758 1.283063 -0.302485
10.400000 0.134976 0.067223 0.713761 -0.740628 0.304752 0.351804 -0.158639 0.497400 -0.810733 0.261889 0.626398 0.082429 -0.393899 2.364122 -0.199655 1.747296 0.173170 -0.736606 0.943771 -0.287327
10.433333 0.085907 0.089610 0.692499 -0.728903 0.311335 0.405127 -0.174888 0.437866 -0.756658 0.250916 0.614926 0.059120 -0.427127 2.402897 -0.210252 1.754841 0.225745 -0.803050 0.854695 -0.326692
10.466667 0.039138 0.111640 0.689507 -0.731395 0.330766 0.451584 -0.194746 0.400940 -0.723212 0.254536 0.617933 0.056524 -0.411229 2.440320 -0.289602 1.671976 0.317972 -0.760413 1.038247 -0.364547
10.500000 -0.002343 0.132014 0.653594 -0.705247 0.344252 0.496671 -0.204430 0.333884 -0.654955 0.242001 0.594879 0.045338 -0.380312 2.468588 -0.269268 1.522447 0.382761 -0.631145 1.304777 -0.270890
10.533333 -0.033557 0.142734 0.640986 -0.699303 0.355491 0.529829 -0.208665 0.302517 -0.625034 0.236457 0.591319 0.039705 -0.384073 2.473659 -0.166949 1.410279 0.422201 -0.515571 1.529556 -0.336901
10.566667 -0.060128 0.151399 0.635978 -0.691362 0.357775 0.553383 -0.214575 0.281518 -0.596488 0.230293 0.595722 0.050112 -0.378446 2.462145 -0.172654 1.348467 0.446872 -0.427847 1.665782 -0.408421
10.600000 -0.075865 0.178138 0.586360 -0.557193 0.297638 0.565553 -0.243733 0.167894 -0.361201 0.115193 0.667925 0.064592 -0.388896 2.388054 -0.153216 1.354841 0.444615 -0.375575 1.702962 -0.399922
10.633333 -0.089525 0.181638 0.591852 -0.564235 0.301992 0.581029 -0.248703 0.165498 -0.359963 0.115542 0.661361 0.063285 -0.406843 2.393577 -0.155717 1.400868 0.438912 -0.391122 1.622086 -0.400360
10.666667 -0.098727 0.181808 0.591532 -0.546272 0.290184 0.592234 -0.252320 0.160539 -0.333970 0.099412 0.680411 0.057883 -0.415394 2.374140 -0.168141 1.510616 0.431822 -0.459940 1.424473 -0.387008
10.700000 -0.104737 0.182510 0.594170 -0.544292 0.283797 0.598767 -0.254294 0.159866 -0.325949 0.090316 0.695169 0.058867 -0.423251 2.370704 -0.183235 1.642711 0.433689 -0.583587 1.151940 -0.359451
10.733333 -0.104393 0.185651 0.596304 -0.545847 0.282863 0.601723 -0.257862 0.155306 -0.319568 0.083741 0.701039 0.062240 -0.430051 2.368950 -0.204470 1.735567 0.427892 -0.702284 0.934381 -0.322824
10.766667 -0.111147 0.166445 0.657799 -0.692766 0.355153 0.610945 -0.236655 0.278595 -0.573989 0.209440 0.624653 0.049494 -0.439260 2.438860 -0.238184 1.713097 0.440493 -0.734176 0.958638 -0.327715
10.800000 -0.113650 0.169086 0.640645 -0.666549 0.347540 0.614773 -0.237624 0.254274 -0.536299 0.196885 0.615968 0.058308 -0.444285 2.466092 -0.190759 1.588849 0.476902 -0.631484 1.188773 -0.317295
10.833333 -0.116457 0.168084 0.629078 -0.669609 0.361242 0.616267 -0.231545 0.252831 -0.550491 0.205822 0.604822 0.073451 -0.446950 2.502712 -0.145674 1.437005 0.486612 -0.528572 1.429831 -0.319219
10.866667 -0.105424 0.161202 0.625073 -0.679071 0.373102 0.600594 -0.223259 0.265234 -0.580100 0.223867 0.594445 0.096830 -0.441785 2.552694 -0.071892 1.320097 0.479053 -0.455640 1.618610 -0.351253
10.900000 -0.086421 0.153317 0.628423 -0.693354 0.379188 0.575471 -0.215488 0.286485 -0.613427 0.238984 0.617429 0.128817 -0.431684 2.570000 -0.026469 1.210786 0.453160 -0.402643 1.774060 -0.375140
10.933333 -0.056812 0.162455 0.532999 -0.502172 0.295551 0.539679 -0.225783 0.160327 -0.353111 0.118145 0.706435 0.197174 -0.418243 2.569966 0.024903 1.126525 0.409838 -0.377967 1.884737 -0.347416
10.966667 -0.024809 0.138341 0.611251 -0.685506 0.378374 0.501497 -0.201322 0.303151 -0.636366 0.252224 0.719950 0.221024 -0.408278 2.570000 -0.037008 1.017472 0.351196 -0.375364 1.977081 -0.331028
11.000000 0.012641 0.136723 0.535134 -0.537968 0.320304 0.460039 -0.201012 0.225926 -0.467254 0.171570 0.811241 0.278924 -0.396107 2.569998 -0.019027 0.978300 0.301801 -0.368583 2.020353 -0.325885
11.033333 0.056750 0.106360 0.612461 -0.703108 0.389219 0.412267 -0.172930 0.361040 -0.714589 0.278890 0.842213 0.310992 -0.392619 2.570000 -0.094625 0.910742 0.256241 -0.379031 2.057088 -0.327172
11.066667 0.100664 0.100916 0.515687 -0.535555 0.328117 0.364007 -0.165397 0.274272 -0.542207 0.207523 0.915002 0.394342 -0.391738 2.569766 -0.109725 0.893302 0.239024 -0.379783 2.064709 -0.308974
11.100000 0.151909 0.085976 0.483332 -0.478221 0.300120 0.305984 -0.152604 0.271021 -0.516963 0.194345 0.970844 0.471182 -0.385109 2.447794 -0.239185 0.872883 0.233304 -0.398963 2.075474 -0.267970
11.133333 0.198410 0.072306 0.469526 -0.464673 0.287596 0.253479 -0.139089 0.284782 -0.536203 0.200744 1.012255 0.510228 -0.394469 2.174837 -0.335342 0.834075 0.237321 -0.411956 2.095786 -0.218482
11.166667 0.245264 0.059485 0.462926 -0.461184 0.279805 0.199180 -0.126653 0.308536 -0.572174 0.213527 1.054000 0.536253 -0.396353 1.898111 -0.443237 0.788887 0.264532 -0.395350 2.128088 -0.206426
11.200000 0.303160 0.032875 0.609360 -0.722071 0.381994 0.135872 -0.110450 0.472645 -0.847571 0.327284 0.968040 0.539285 -0.325970 1.905955 -0.560235 0.715284 0.325927 -0.360613 2.191400 -0.162145
11.233333 0.366774 0.015688 0.577029 -0.634636 0.338443 0.063220 -0.100110 0.474750 -0.796931 0.290783 0.937172 0.556060 -0.282839 1.973104 -0.347684 0.631322 0.390001 -0.280992 2.230452 -0.151616
11.266667 0.431775 -0.004185 0.593807 -0.637543 0.335810 -0.002616 -0.086640 0.518620 -0.826127 0.296611 0.876338 0.544283 -0.198164 2.106246 -0.265999 0.489876 0.458339 -0.168118 2.258620 -0.173337
11.300000 0.471652 -0.021853 0.601447 -0.633041 0.329749 -0.041342 -0.072724 0.545633 -0.836604 0.296786 0.842699 0.527964 -0.136777 2.208566 -0.292327 0.296090 0.503033 -0.020147 2.246120 -0.042187
11.333333 0.474402 -0.040731 0.588043 -0.587954 0.310296 -0.053310 -0.057185 0.560154 -0.815577 0.283500 0.831891 0.498595 -0.120962 2.284954 -0.269167 0.085965 0.537995 0.169742 2.162797 0.020694
11.366667 0.477629 -0.071068 0.589302 -0.556494 0.289999 -0.058393 -0.039719 0.589922 -0.817593 0.282046 0.821218 0.469421 -0.114022 2.355726 -0.239276 -0.113786 0.535113 0.332615 2.031395 0.082308
11.400000 0.470972 -0.102949 0.601039 -0.545496 0.283829 -0.047956 -0.019989 0.629654 -0.833829 0.284647 0.826625 0.442042 -0.122247 2.398515 -0.269835 -0.277635 0.489614 0.450612 1.846566 0.151033
11.433333 0.463246 -0.143826 0.622900 -0.537887 0.272341 -0.028831 0.002486 0.684358 -0.859829 0.286522 0.838365 0.421173 -0.141357 2.427833 -0.272120 -0.359726 0.418209 0.500969 1.629473 0.245671
11.466667 0.420023 -0.175651 0.643574 -0.532145 0.270708 0.000249 0.019666 0.730315 -0.878854 0.285248 0.849647 0.404368 -0.167464 2.444866 -0.265589 -0.387104 0.352319 0.503507 1.379897 0.445885
11.500000 0.383567 -0.201477 0.656428 -0.524192 0.266532 0.036825 0.034561 0.764377 -0.892799 0.284409 0.854226 0.380987 -0.177073 2.450881 -0.294005 -0.389328 0.327210 0.484856 1.134288 0.468898
11.533333 0.339669 -0.224868 0.683123 -0.548541 0.282442 0.085400 0.047643 0.804547 -0.925253 0.296562 0.854116 0.348458 -0.190607 2.458816 -0.313526 -0.378884 0.318281 0.409719 0.969548 0.492479
11.566667 0.276315 -0.231898 0.699846 -0.554733 0.283290 0.138248 0.046881 0.816410 -0.928511 0.298798 0.863344 0.321804 -0.228590 2.445956 -0.296482 -0.334570 0.273407 0.289885 0.864843 0.559632
11.600000 0.216595 -0.230707 0.729369 -0.591147 0.302624 0.195374 0.038929 0.827915 -0.943273 0.309631 0.869459 0.286962 -0.258297 2.441192 -0.304733 -0.268981 0.213548 0.199991 0.855435 0.583482
11.633333 0.164083 -0.222184 0.746204 -0.602901 0.309324 0.250848 0.022908 0.821279 -0.934994 0.310079 0.877545 0.261064 -0.295831 2.428801 -0.295794 -0.170825 0.159093 0.098923 0.905340 0.591945
11.666667 0.116418 -0.200566 0.749734 -0.617476 0.322087 0.300845 0.004682 0.793912 -0.917573 0.311442 0.877399 0.239086 -0.323671 2.422128 -0.281356 -0.027436 0.127699 -0.022229 0.959846 0.583092
11.700000 0.076105 -0.175675 0.767068 -0.664974 0.351389 0.342334 -0.015891 0.773390 -0.923939 0.324400 0.866528 0.216810 -0.342296 2.420284 -0.286396 0.148735 0.090826 -0.125546 1.051446 0.610161
11.733333 0.041410 -0.150991 0.772381 -0.689549 0.369616 0.379310 -0.036248 0.743771 -0.912368 0.331831 0.851010 0.193360 -0.358463 2.417485 -0.231685 0.353060 0.053411 -0.198943 1.180625 0.591024
11.766667 0.016643 -0.127536 0.786955 -0.729919 0.390809 0.406096 -0.054222 0.723971 -0.914876 0.343255 0.831258 0.176487 -0.355248 2.427863 -0.200080 0.579581 0.008634 -0.247160 1.331300 0.576286
11.800000 -0.001679 -0.103488 0.796321 -0.765846 0.410244 0.429152 -0.069296 0.703711 -0.920957 0.352762 0.804530 0.169748 -0.345194 2.432076 -0.198240 0.804438 -0.053071 -0.279399 1.486423 0.568646
11.833333 -0.032129 -0.075102 0.794925 -0.775265 0.415538 0.461365 -0.088747 0.669964 -0.897962 0.345696 0.785455 0.158241 -0.354439 2.434531 -0.148104 1.027290 -0.090437 -0.280505 1.651661 0.479757
11.866667 -0.066608 -0.044180 0.792100 -0.768904 0.413140 0.497144 -0.113660 0.627559 -0.851187 0.329337 0.778298 0.157639 -0.372797 2.440364 -0.121004 1.240731 -0.090697 -0.290326 1.797624 0.382147
11.900000 -0.095083 -0.014629 0.774603 -0.750063 0.406699 0.529863 -0.134600 0.570266 -0.788429 0.309485 0.767039 0.159274 -0.383697 2.439854 -0.132567 1.408662 -0.035475 -0.285648 1.864738 0.158043
11.933333 -0.121963 0.015882 0.744229 -0.725583 0.403166 0.566211 -0.155088 0.496244 -0.711515 0.283994 0.754046 0.143789 -0.402059 2.437025 -0.107705 1.508430 0.040695 -0.274629 1.826074 0.006406
11.966667 -0.149402 0.058552 0.648718 -0.561921 0.343569 0.597268 -0.183485 0.322888 -0.429264 0.163452 0.813543 0.127789 -0.404048 2.382237 -0.071086 1.542054 0.133549 -0.278205 1.766192 -0.082848
12.000000 -0.157992 0.082166 0.633853 -0.558982 0.338957 0.617891 -0.196111 0.273007 -0.386548 0.146643 0.789490 0.117269 -0.398000 2.389001 -0.094905 1.514557 0.182081 -0.279747 1.736113 -0.163141
12.033333 -0.164041 0.100820 0.623060 -0.557018 0.342028 0.631293 -0.207206 0.236217 -0.353227 0.133921 0.771480 0.110816 -0.389760 2.391257 -0.078272 1.482527 0.199058 -0.272128 1.750742 -0.238315
12.066667 -0.173448 0.113732 0.611716 -0.538760 0.329691 0.637581 -0.215717 0.203923 -0.306047 0.115345 0.771163 0.110599 -0.367289 2.379089 -0.064951 1.473713 0.206794 -0.264425 1.759442 -0.357542
12.100000 -0.178888 0.120310 0.617437 -0.553315 0.331651 0.640224 -0.219254 0.205270 -0.320132 0.124349 0.756514 0.133055 -0.337577 2.391734 -0.107493 1.467882 0.197578 -0.269356 1.765697 -0.408745
12.133333 -0.201554 0.122572 0.613871 -0.563078 0.336503 0.659376 -0.219818 0.198038 -0.323913 0.131093 0.749515 0.142409 -0.323692 2.390182 -0.144183 1.464824 0.216819 -0.269977 1.785068 -0.465328
12.166667 -0.204480 0.125921 0.616229 -0.544909 0.328926 0.654723 -0.226737 0.191203 -0.290400 0.118760 0.760885 0.182047 -0.296536 2.368332 -0.186253 1.492960 0.227909 -0.274902 1.798154 -0.625889
12.200000 -0.199607 0.129373 0.621560 -0.535601 0.318562 0.654576 -0.233023 0.184415 -0.268820 0.109812 0.739669 0.252900 -0.252820 2.354976 -0.244925 1.510391 0.247745 -0.304366 1.806219 -0.695005
12.233333 -0.215384 0.130420 0.610124 -0.516341 0.317304 0.657462 -0.231438 0.176085 -0.250067 0.108290 0.690527 0.322088 -0.191065 2.318914 -0.272688 1.509270 0.240673 -0.312676 1.833646 -0.680251
12.266667 -0.223005 0.129931 0.584255 -0.479304 0.301256 0.664812 -0.228261 0.158481 -0.224075 0.097345 0.576349 0.412272 -0.094957 2.230194 -0.234501 1.501025 0.239479 -0.334347 1.847796 -0.661164
12.300000 -0.229541 0.127007 0.546406 -0.453783 0.293115 0.676527 -0.216548 0.136820 -0.219874 0.099900 0.389880 0.493164 0.021993 2.141018 -0.154874 1.488482 0.238775 -0.353490 1.858682 -0.648290
12.333333 -0.239425 0.126378 0.532653 -0.440211 0.290591 0.693065 -0.214039 0.131379 -0.222963 0.108577 0.177982 0.565322 0.170753 2.035062 -0.186657 1.489667 0.258567 -0.389031 1.865152 -0.619949
